,index,title,first_genre
1548,114150,Pitch Perfect,Comedy
1549,26390,Brooklyn's Finest,Crime
1550,109428,Evil Dead,Horror
1551,7304,Running Scared,Action
1552,1491,The Illusionist,Fantasy
1553,255343,Escobar: Paradise Lost,Thriller
1554,4584,Sense and Sensibility,Drama
1555,2977,Becoming Jane,Drama
1556,10760,Sydney White,Comedy
1557,8467,Dumb and Dumber,Comedy
1558,9285,Road Trip,Comedy
1559,74643,The Artist,Drama
1560,83666,Moonrise Kingdom,Comedy
1561,10956,Joe Dirt,Mystery
1562,4638,Hot Fuzz,Crime
1563,5038,Vicky Cristina Barcelona,Drama
1564,19994,Jennifer's Body,Comedy
1565,9800,Philadelphia,Drama
1566,1090,The Thirteenth Floor,Thriller
1567,152599,The Immigrant,Drama
1568,68727,Trance,Thriller
1569,34647,Enter the Void,Fantasy
1570,28178,Hachi: A Dog's Tale,Drama
1571,264656,The Homesman,Western
1572,771,Home Alone,Comedy
1573,14,American Beauty,Drama
1574,45269,The King's Speech,Drama
1575,205596,The Imitation Game,History
1576,33217,Diary of a Wimpy Kid,Comedy
1577,132232,Mama,Horror
1578,208134,Bad Grandpa,Comedy
1579,1165,The Queen,Drama
1580,65086,The Woman in Black,Drama
1581,10053,When a Stranger Calls,Horror
1582,586,Wag the Dog,Comedy
1583,134411,Snitch,Thriller
1584,287903,Krampus,Horror
1585,9276,The Faculty,Horror
1586,2142,Cop Land,Action
1587,11397,Not Another Teen Movie,Comedy
1588,77016,End of Watch,Crime
1589,266856,The Theory of Everything,Drama
1590,24150,Halloween II,Horror
1591,228970,Wild,Drama
1592,18405,The Last House on the Left,Crime
1593,6961,The Wedding Date,Comedy
1594,11442,Halloween: Resurrection,Horror
1595,64690,Drive,Drama
1596,1562,28 Weeks Later,Horror
1597,23706,All About Steve,Comedy
1598,9100,The Craft,Drama
1599,116,Match Point,Drama
1600,4995,Boogie Nights,Drama
1601,342521,Keanu,Action
1602,97367,The Place Beyond the Pines,Drama
1603,254904,The November Man,Crime
1604,12162,The Hurt Locker,Drama
1605,64689,Killing Them Softly,Crime
1606,157849,A Most Wanted Man,Thriller
1607,51828,One Day,Drama
1608,22798,Whip It,Drama
1609,97430,The Man with the Iron Fists,Action
1610,115,The Big Lebowski,Comedy
1611,7874,Black Snake Moan,Drama
1612,8321,In Bruges,Comedy
1613,133694,Promised Land,Drama
1614,19265,Whatever Works,Comedy
1615,5236,Kiss Kiss Bang Bang,Action
1616,1018,Mulholland Drive,Thriller
1617,42188,Never Let Me Go,Drama
1618,8461,Funny Games,Horror
1619,23759,Centurion,Adventure
1620,10185,The Midnight Meat Train,Mystery
1621,137,Groundhog Day,Romance
1622,264999,Magic Mike XXL,Comedy
1623,454,Romeo + Juliet,Drama
1624,33,Unforgiven,Western
1625,12405,Slumdog Millionaire,Drama
1626,114,Pretty Woman,Romance
1627,864,Cool Runnings,Comedy
1628,14435,My Bloody Valentine,Mystery
1629,9877,Urban Legend,Horror
1630,71688,The Iron Lady,History
1631,12403,A Perfect Getaway,Thriller
1632,11470,Jason X,Horror
1633,1440,Little Children,Romance
1634,43949,Flipped,Romance
1635,142,Brokeback Mountain,Drama
1636,243938,Hot Tub Time Machine 2,Comedy
1637,86838,Seven Psychopaths,Comedy
1638,97370,Under the Skin,Thriller
1639,44214,Black Swan,Drama
1640,9816,Save the Last Dance,Drama
1641,8859,"Dude, Where’s My Car?",Comedy
1642,239563,St. Vincent,Comedy
1643,4951,10 Things I Hate About You,Comedy
1644,332567,The Shallows,Horror
1645,1954,The Butterfly Effect,Science Fiction
1646,11186,Child's Play 2,Drama
1647,5876,The Mist,Science Fiction
1648,264660,Ex Machina,Drama
1649,492,Being John Malkovich,Fantasy
1650,238603,Earth to Echo,Family
1651,1251,Letters from Iwo Jima,Action
1652,264644,Room,Drama
1653,107811,21 & Over,Comedy
1654,144340,Admission,Comedy
1655,28211,Chloe,Drama
1656,84892,The Perks of Being a Wallflower,Drama
1657,157544,The Vatican Tapes,Thriller
1658,59678,Attack the Block,Action
1659,158011,The Call,Crime
1660,8952,I Love You Phillip Morris,Comedy
1661,319,True Romance,Action
1662,9504,Glengarry Glen Ross,Crime
1663,6615,Lars and the Real Girl,Comedy
1664,14574,The Boy in the Striped Pyjamas,War
1665,16,Dancer in the Dark,Drama
1666,23631,Machete,Action
1667,2105,American Pie,Comedy
1668,67660,Think Like a Man,Comedy
1669,3049,Ace Ventura: Pet Detective,Comedy
1670,75674,Act of Valor,Action
1671,9762,Step Up,Music
1672,184,Jackie Brown,Comedy
1673,13335,Harold & Kumar Escape from Guantanamo Bay,Comedy
1674,76726,Chronicle,Science Fiction
1675,57214,Project X,Comedy
1676,9357,One Hour Photo,Horror
1677,13812,Quarantine,Horror
1678,9030,The Eye,Drama
1679,1360,Frida,Drama
1680,222935,The Fault in Our Stars,Romance
1681,10220,Rounders,Drama
1682,11601,Stir of Echoes,Horror
1683,205220,Philomena,Drama
1684,14191,Aquamarine,Fantasy
1685,286565,Paper Towns,Drama
1686,129670,Nebraska,Drama
1687,57157,Young Adult,Comedy
1688,1948,Crank,Action
1689,60599,Arbitrage,Drama
1690,227719,Project Almanac,Science Fiction
1691,86825,Stoker,Drama
1692,236751,Heaven is for Real,Drama
1693,107,Snatch,Thriller
1694,291870,Dirty Grandpa,Comedy
1695,45317,The Fighter,Drama
1696,12094,Jackass Number Two,Action
1697,10377,My Cousin Vinny,Comedy
1698,249164,If I Stay,Drama
1699,1817,Phone Booth,Thriller
1700,10229,A Walk to Remember,Drama
1701,687,Dead Man Walking,Drama
1702,796,Cruel Intentions,Drama
1703,22804,Saw VI,Horror
1704,167073,Brooklyn,Drama
1705,12149,Frailty,Drama
1706,304357,Woman in Gold,Drama
1707,1587,What's Eating Gilbert Grape,Romance
1708,86829,Inside Llewyn Davis,Drama
1709,11917,Saw V,Horror
1710,489,Good Will Hunting,Drama
1711,214,Saw III,Horror
1712,1588,Bring It On,Comedy
1713,316727,The Purge: Election Year,Action
1714,10314,She's All That,Comedy
1715,663,Saw IV,Horror
1716,11804,White Noise,Drama
1717,1970,The Grudge,Horror
1718,9614,Happy Gilmore,Comedy
1719,8922,Jeepers Creepers,Horror
1720,74534,The Best Exotic Marigold Hotel,Drama
1721,321258,The Boy,Horror
1722,44040,Devil,Horror
1723,280092,Insidious: Chapter 3,Drama
1724,12182,Nick and Norah's Infinite Playlist,Comedy
1725,1832,Dogma,Fantasy
1726,294272,Pete's Dragon,Adventure
1727,283445,Sinister 2,Horror
1728,22824,The Fourth Kind,Mystery
1729,11545,Rushmore,Comedy
1730,42684,Skyline,Science Fiction
1731,268238,The Second Best Exotic Marigold Hotel,Drama
1732,9362,Tremors,Action
1733,9902,Wrong Turn,Horror
1734,103731,Mud,Drama
1735,75900,My Week with Marilyn,Drama
1736,328425,The Gift,Thriller
1737,1542,Office Space,Comedy
1738,87093,Big Eyes,Drama
1739,87818,Movie 43,Comedy
1740,88005,Seeking a Friend for the End of the World,Comedy
1741,73,American History X,Drama
1742,209403,Bad Words,Comedy
1743,7942,"Run, Fatboy, Run",Comedy
1744,9952,Rescue Dawn,Adventure
1745,1640,Crash,Drama
1746,329440,The Forest,Horror
1747,252512,While We're Young,Comedy
1748,68812,The Iceman,Thriller
1749,73567,Killer Joe,Crime
1750,16614,Adventureland,Comedy
1751,27586,The Runaways,Drama
1752,2359,Sicko,Documentary
1753,238636,The Purge: Anarchy,Horror
1754,11282,Harold & Kumar Go to White Castle,Comedy
1755,25196,Crazy Heart,Drama
1756,272693,The DUFF,Romance
1757,26022,My Name Is Khan,Drama
1758,152747,All Is Lost,Action
1759,680,Pulp Fiction,Thriller
1760,242582,Nightcrawler,Crime
1761,773,Little Miss Sunshine,Comedy
1762,170,28 Days Later,Horror
1763,40807,50/50,Comedy
1764,225565,That Awkward Moment,Comedy
1765,11596,New Nightmare,Horror
1766,1359,American Psycho,Thriller
1767,22821,The Boondock Saints II: All Saints Day,Action
1768,37735,Easy A,Comedy
1769,291270,Anomalisa,Animation
1770,43923,It's Kind of a Funny Story,Comedy
1771,9388,Thank You for Smoking,Comedy
1772,1691,Hostel: Part II,Horror
1773,24684,An Education,Drama
1774,301365,The Neon Demon,Thriller
1775,25941,Harry Brown,Thriller
1776,7326,Juno,Comedy
1777,19913,(500) Days of Summer,Comedy
1778,713,The Piano,Drama
1779,77930,Magic Mike,Drama
1780,3291,"Good Night, and Good Luck.",Drama
1781,398,Capote,Crime
1782,8068,Desperado,Thriller
1783,308639,Dope,Crime
1784,2662,House of 1000 Corpses,Horror
1785,12573,A Serious Man,Comedy
1786,71859,We Need to Talk About Kevin,Drama
1787,8374,The Boondock Saints,Action
1788,9571,Dazed and Confused,Comedy
1789,82505,House at the End of the Street,Horror
1790,250546,Annabelle,Horror
1791,650,Boyz n the Hood,Crime
1792,76025,Shame,Drama
1793,4836,Layer Cake,Drama
1794,87499,The East,Drama
1795,2293,Mallrats,Romance
1796,1777,Fahrenheit 9/11,Documentary
1797,629,The Usual Suspects,Drama
1798,11452,National Lampoon’s Van Wilder,Comedy
1799,12163,The Wrestler,Drama
1800,10215,Sliding Doors,Comedy
1801,1523,The Last King of Scotland,Drama
1802,92591,Bernie,Comedy
1803,83686,The Words,Drama
1804,67913,The Guard,Action
1805,1443,The Virgin Suicides,Drama
1806,231576,Wish I Was Here,Drama
1807,455,Bend It Like Beckham,Comedy
1808,215,Saw II,Horror
1809,333371,10 Cloverfield Lane,Thriller
1810,9012,Jackass: The Movie,Documentary
1811,345911,Lights Out,Horror
1812,72571,Paranormal Activity 3,Horror
1813,242512,Ouija,Horror
1814,82990,Paranormal Activity 4,Horror
1815,11284,Freddy's Dead: The Final Nightmare,Horror
1816,504,Monster,Crime
1817,227348,Paranormal Activity: The Marked Ones,Horror
1818,152532,Dallas Buyers Club,Drama
1819,243940,The Lazarus Effect,Thriller
1820,77,Memento,Mystery
1821,157547,Oculus,Horror
1822,2295,Clerks II,Comedy
1823,71,Billy Elliot,Drama
1824,147773,The Way Way Back,Comedy
1825,59968,Our Idiot Brother,Comedy
1826,323677,Race,Action
1827,256274,"As Above, So Below",Horror
1828,284293,Still Alice,Drama
1829,8346,My Big Fat Greek Wedding,Comedy
1830,122081,Spring Breakers,Drama
1831,747,Shaun of the Dead,Horror
1832,50357,Apollo 18,Horror
1833,13090,Sunshine Cleaning,Comedy
1834,192141,No Escape,Action
1835,351819,Fifty Shades of Black,Romance
1836,17431,Moon,Science Fiction
1837,1024,Heavenly Creatures,Drama
1838,4553,The Machinist,Thriller
1839,245916,Kill the Messenger,Thriller
1840,313922,Green Room,Horror
1841,13685,Bottle Rocket,Comedy
1842,46838,Tucker and Dale vs Evil,Comedy
1843,298312,The Visit,Horror
1844,12498,Sling Blade,Drama
1845,77949,The Awakening,Horror
1846,1690,Hostel,Horror
1847,64720,Take Shelter,Thriller
1848,77987,Only God Forgives,Drama
1849,712,Four Weddings and a Funeral,Comedy
1850,1429,25th Hour,Crime
1851,641,Requiem for a Dream,Crime
1852,141,Donnie Darko,Fantasy
1853,36419,After.Life,Drama
1854,153,Lost in Translation,Drama
1855,1365,Monster's Ball,Drama
1856,287424,Maggie,Horror
1857,451,Leaving Las Vegas,Drama
1858,241251,The Boy Next Door,Thriller
1859,39781,The Kids Are All Right,Comedy
1860,85350,Boyhood,Drama
1861,512,Scoop,Comedy
1862,5,Four Rooms,Crime
1863,11013,Secretary,Comedy
1864,48572,Red State,Horror
1865,157847,Joe,Drama
1866,44945,Trust,Crime
1867,111190,Adore,Drama
1868,52015,Stake Land,Drama
1869,37495,Four Lions,Comedy
1870,9427,The Full Monty,Comedy
1871,10634,Friday,Comedy
1872,310131,The Witch,Mystery
1873,50839,Margin Call,Thriller
1874,244786,Whiplash,Drama
1875,55347,Beginners,Drama
1876,627,Trainspotting,Drama
1877,41436,Paranormal Activity 2,Horror
1878,1430,Bowling for Columbine,Documentary
1879,158015,The Purge,Science Fiction
1880,82507,Sinister,Horror
1881,132344,Before Midnight,Romance
1882,246403,Tusk,Comedy
1883,24469,Fish Tank,Drama
1884,84174,Bachelorette,Comedy
1885,139038,A Haunted House,Comedy
1886,401,Garden State,Comedy
1887,76,Before Sunrise,Drama
1888,84329,Robot & Frank,Science Fiction
1889,157386,The Spectacular Now,Comedy
1890,45132,Super,Comedy
1891,7512,Idiocracy,Adventure
1892,11798,This Is England,Drama
1893,270303,It Follows,Horror
1894,226,Boys Don't Cry,Crime
1895,80,Before Sunset,Drama
1896,11023,Thirteen,Crime
1897,39013,Winter's Bone,Drama
1898,44639,Inside Job,Documentary
1899,301351,We Are Your Friends,Drama
1900,250124,The Diary of a Teenage Girl,Drama
1901,26388,Buried,Drama
1902,38358,The Last Exorcism,Horror
1903,84175,Beasts of the Southern Wild,Drama
1904,43947,I Spit on Your Grave,Thriller
1905,9344,Kids,Drama
1906,10707,The Squid and the Whale,Comedy
1907,49018,Insidious,Horror
1908,129139,The To Do List,Comedy
1909,10972,Session 9,Horror
1910,104755,The Lords of Salem,Horror
1911,100,"Lock, Stock and Two Smoking Barrels",Comedy
1912,176,Saw,Horror
1913,39939,Super Troopers,Comedy
1914,500,Reservoir Dogs,Crime
1915,7553,Waiting...,Comedy
1916,277685,Unfriended,Horror
1917,46705,Blue Valentine,Drama
1918,76487,The Devil Inside,Thriller
1919,1781,An Inconvenient Truth,Documentary
1920,171424,The Green Inferno,Action
1921,2652,Hard Candy,Drama
1922,84332,Safety Not Guaranteed,Comedy
1923,7859,Half Nelson,Drama
1924,2667,The Blair Witch Project,Horror
1925,83,Open Water,Drama
1926,45649,Rubber,Comedy
1927,43933,Monsters,Drama
1928,8193,Napoleon Dynamite,Comedy
1929,23827,Paranormal Activity,Horror
1930,103620,Maniac,Horror
1931,2255,Chasing Amy,Comedy
1932,431,Cube,Thriller
1933,60420,Like Crazy,Drama
1934,18533,Bronson,Drama
1935,10218,Swingers,Comedy
1936,55420,Another Earth,Drama
1937,5723,Once,Drama
1938,299245,The Gallows,Horror
1939,473,Pi,Mystery
1940,242095,The Signal,Thriller
1941,2292,Clerks,Comedy
