,id,name,budget,original_title,vote_average,vote_count
3,6968,History,27000000,Der Baader Meinhof Komplex,7.1,157
4,6968,Thriller,27000000,Der Baader Meinhof Komplex,7.1,157
0,581,Adventure,22000000,Dances with Wolves,7.6,1046
1,581,Drama,22000000,Dances with Wolves,7.6,1046
2,581,Western,22000000,Dances with Wolves,7.6,1046
0,52449,Comedy,20000000,Bad Teacher,5.4,1584
0,12150,Drama,19000000,Sea of Love,6.7,141
1,12150,Crime,19000000,Sea of Love,6.7,141
2,12150,Mystery,19000000,Sea of Love,6.7,141
0,11247,Comedy,19000000,A Cinderella Story,6.1,713
0,4232,Crime,14000000,Scream,7.0,1476
1,4232,Horror,14000000,Scream,7.0,1476
2,4232,Mystery,14000000,Scream,7.0,1476
0,9378,Horror,0,Thir13en Ghosts,5.4,440
1,9378,Thriller,0,Thir13en Ghosts,5.4,440
0,694,Horror,19000000,The Shining,8.1,3757
1,694,Thriller,19000000,The Shining,8.1,3757
0,105,Adventure,19000000,Back to the Future,8.0,6079
1,105,Comedy,19000000,Back to the Future,8.0,6079
2,105,Science Fiction,19000000,Back to the Future,8.0,6079
3,105,Family,19000000,Back to the Future,8.0,6079
0,11377,Horror,19000000,House on Haunted Hill,5.5,209
1,11377,Mystery,19000000,House on Haunted Hill,5.5,209
2,11377,Thriller,19000000,House on Haunted Hill,5.5,209
0,26367,Drama,0,I Can Do Bad All By Myself,6.0,40
1,26367,Comedy,0,I Can Do Bad All By Myself,6.0,40
0,385383,Action,27000000,Fight Valley,3.9,8
1,385383,Drama,27000000,Fight Valley,3.9,8
0,41210,Comedy,19000000,The Switch,5.9,583
1,41210,Romance,19000000,The Switch,5.9,583
2,41210,Drama,19000000,The Switch,5.9,583
0,12090,Comedy,18000000,Just Married,5.3,404
0,62630,Drama,19100000,The Devil's Double,6.5,208
1,62630,Action,19100000,The Devil's Double,6.5,208
2,62630,Thriller,19100000,The Devil's Double,6.5,208
3,62630,Crime,19100000,The Devil's Double,6.5,208
4,62630,War,19100000,The Devil's Double,6.5,208
0,29427,Mystery,20000000,The Crazies,6.2,633
1,29427,Horror,20000000,The Crazies,6.2,633
2,29427,Action,20000000,The Crazies,6.2,633
0,129,Fantasy,15000000,千と千尋の神隠し,8.3,3840
1,129,Adventure,15000000,千と千尋の神隠し,8.3,3840
2,129,Animation,15000000,千と千尋の神隠し,8.3,3840
3,129,Family,15000000,千と千尋の神隠し,8.3,3840
0,244114,Action,0,風暴,5.9,43
1,244114,Crime,0,風暴,5.9,43
0,2669,Action,25000000,The Bounty,6.5,108
1,2669,Drama,25000000,The Bounty,6.5,108
2,2669,History,25000000,The Bounty,6.5,108
0,203833,Drama,0,The Book Thief,7.4,1486
0,13523,Comedy,19000000,Sex Drive,6.0,342
1,13523,Adventure,19000000,Sex Drive,6.0,342
2,13523,Romance,19000000,Sex Drive,6.0,342
0,25195,Romance,19000000,Leap Year,6.4,465
1,25195,Comedy,19000000,Leap Year,6.4,465
0,17277,Drama,19000000,The Fall of the Roman Empire,6.0,33
1,17277,History,19000000,The Fall of the Roman Empire,6.0,33
0,50725,Comedy,19000000,Take Me Home Tonight,6.2,208
1,50725,Drama,19000000,Take Me Home Tonight,6.2,208
2,50725,Romance,19000000,Take Me Home Tonight,6.2,208
0,82631,Drama,0,Won't Back Down,5.8,40
0,73191,Family,19000000,The Nutcracker,5.6,5
1,73191,Fantasy,19000000,The Nutcracker,5.6,5
2,73191,Music,19000000,The Nutcracker,5.6,5
0,22479,Thriller,18000000,Kansas City,6.1,12
1,22479,Drama,18000000,Kansas City,6.1,12
2,22479,Music,18000000,Kansas City,6.1,12
3,22479,Crime,18000000,Kansas City,6.1,12
0,340611,Drama,0,Indignation,6.8,69
0,10065,Horror,19000000,The Amityville Horror,6.0,588
1,10065,Thriller,19000000,The Amityville Horror,6.0,588
2,10065,Drama,19000000,The Amityville Horror,6.0,588
0,2757,Comedy,19000000,Adaptation.,7.3,638
1,2757,Crime,19000000,Adaptation.,7.3,638
2,2757,Drama,19000000,Adaptation.,7.3,638
0,11683,Horror,15000000,Land of the Dead,6.0,381
0,1878,Adventure,18500000,Fear and Loathing in Las Vegas,7.2,1301
1,1878,Drama,18500000,Fear and Loathing in Las Vegas,7.2,1301
2,1878,Comedy,18500000,Fear and Loathing in Las Vegas,7.2,1301
0,195589,Comedy,18000000,Neighbors,6.2,2713
0,854,Romance,23000000,The Mask,6.6,2472
1,854,Comedy,23000000,The Mask,6.6,2472
2,854,Crime,23000000,The Mask,6.6,2472
3,854,Fantasy,23000000,The Mask,6.6,2472
0,2280,Fantasy,18000000,Big,6.9,993
1,2280,Drama,18000000,Big,6.9,993
2,2280,Comedy,18000000,Big,6.9,993
3,2280,Romance,18000000,Big,6.9,993
4,2280,Family,18000000,Big,6.9,993
0,496,Comedy,18000000,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
0,8835,Comedy,18000000,Legally Blonde,6.1,882
0,8643,Crime,19000000,The Exorcism of Emily Rose,6.3,659
1,8643,Drama,19000000,The Exorcism of Emily Rose,6.3,659
2,8643,Horror,19000000,The Exorcism of Emily Rose,6.3,659
3,8643,Thriller,19000000,The Exorcism of Emily Rose,6.3,659
0,10402,Comedy,17000000,Deuce Bigalow: Male Gigolo,5.5,308
0,218043,Thriller,16000000,Left Behind,3.7,392
1,218043,Action,16000000,Left Behind,3.7,392
2,218043,Science Fiction,16000000,Left Behind,3.7,392
0,9043,Comedy,0,The Family Stone,6.2,249
1,9043,Drama,0,The Family Stone,6.2,249
2,9043,Romance,0,The Family Stone,6.2,249
0,21301,Comedy,18000000,Barbershop 2:  Back in Business,5.6,74
1,21301,Drama,18000000,Barbershop 2:  Back in Business,5.6,74
0,10147,Drama,23000000,Bad Santa,6.5,656
1,10147,Comedy,23000000,Bad Santa,6.5,656
2,10147,Crime,23000000,Bad Santa,6.5,656
0,816,Science Fiction,16500000,Austin Powers: International Man of Mystery,6.5,1013
1,816,Comedy,16500000,Austin Powers: International Man of Mystery,6.5,1013
2,816,Crime,16500000,Austin Powers: International Man of Mystery,6.5,1013
0,302688,Romance,18000000,My Big Fat Greek Wedding 2,5.5,322
1,302688,Comedy,18000000,My Big Fat Greek Wedding 2,5.5,322
2,302688,Family,18000000,My Big Fat Greek Wedding 2,5.5,322
0,60307,Family,21000000,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
1,60307,Comedy,21000000,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
0,106,Science Fiction,18000000,Predator,7.3,2093
1,106,Action,18000000,Predator,7.3,2093
2,106,Adventure,18000000,Predator,7.3,2093
3,106,Thriller,18000000,Predator,7.3,2093
0,279,Drama,18000000,Amadeus,7.8,1076
1,279,History,18000000,Amadeus,7.8,1076
2,279,Music,18000000,Amadeus,7.8,1076
0,8617,Crime,0,Prom Night,4.8,167
1,8617,Horror,0,Prom Night,4.8,167
0,10625,Comedy,17000000,Mean Girls,6.9,2320
0,10934,Comedy,0,Under the Tuscan Sun,6.4,172
1,10934,Drama,0,Under the Tuscan Sun,6.4,172
2,10934,Romance,0,Under the Tuscan Sun,6.4,172
0,5279,Drama,19800000,Gosford Park,6.8,246
1,5279,Mystery,19800000,Gosford Park,6.8,246
2,5279,Thriller,19800000,Gosford Park,6.8,246
0,10013,Comedy,18000000,Peggy Sue Got Married,5.9,136
1,10013,Drama,18000000,Peggy Sue Got Married,5.9,136
2,10013,Fantasy,18000000,Peggy Sue Got Married,5.9,136
3,10013,Romance,18000000,Peggy Sue Got Married,5.9,136
0,194662,Drama,18000000,Birdman,7.4,4535
1,194662,Comedy,18000000,Birdman,7.4,4535
0,160588,Comedy,18000000,Blue Jasmine,7.0,1098
1,160588,Drama,18000000,Blue Jasmine,7.0,1098
0,9829,Drama,15000000,United 93,6.9,367
1,9829,History,15000000,United 93,6.9,367
2,9829,Crime,15000000,United 93,6.9,367
3,9829,Thriller,15000000,United 93,6.9,367
4,9829,Action,15000000,United 93,6.9,367
0,10028,Romance,18000000,Honey,6.0,303
1,10028,Music,18000000,Honey,6.0,303
2,10028,Family,18000000,Honey,6.0,303
0,10535,Action,18000000,Spy Hard,4.9,147
1,10535,Comedy,18000000,Spy Hard,4.9,147
0,790,Horror,1000000,The Fog,6.4,311
0,43959,Action,18000000,Soul Surfer,6.9,342
1,43959,Drama,18000000,Soul Surfer,6.9,342
0,10364,War,18000000,Catch-22,6.7,72
1,10364,Comedy,18000000,Catch-22,6.7,72
2,10364,Drama,18000000,Catch-22,6.7,72
0,16991,Comedy,0,Observe and Report,5.6,225
1,16991,Crime,0,Observe and Report,5.6,225
2,16991,Drama,0,Observe and Report,5.6,225
0,9610,Adventure,18000000,Conan the Destroyer,5.8,383
1,9610,Fantasy,18000000,Conan the Destroyer,5.8,383
2,9610,Action,18000000,Conan the Destroyer,5.8,383
0,1578,Drama,18000000,Raging Bull,7.7,938
0,25643,Drama,18000000,Love Happens,5.6,180
1,25643,Romance,18000000,Love Happens,5.6,180
0,11904,Action,18000000,Young Sherlock Holmes,6.7,167
1,11904,Adventure,18000000,Young Sherlock Holmes,6.7,167
2,11904,Crime,18000000,Young Sherlock Holmes,6.7,167
3,11904,Drama,18000000,Young Sherlock Holmes,6.7,167
4,11904,Family,18000000,Young Sherlock Holmes,6.7,167
5,11904,Mystery,18000000,Young Sherlock Holmes,6.7,167
6,11904,Thriller,18000000,Young Sherlock Holmes,6.7,167
0,28665,Music,0,Fame,5.5,135
1,28665,Comedy,0,Fame,5.5,135
2,28665,Drama,0,Fame,5.5,135
3,28665,Romance,0,Fame,5.5,135
0,44115,Adventure,18000000,127 Hours,7.0,2606
1,44115,Drama,18000000,127 Hours,7.0,2606
2,44115,Thriller,18000000,127 Hours,7.0,2606
0,10569,Action,0,Small Time Crooks,6.4,155
1,10569,Comedy,0,Small Time Crooks,6.4,155
2,10569,Crime,0,Small Time Crooks,6.4,155
0,10560,Drama,18000000,Center Stage,6.8,90
1,10560,Music,18000000,Center Stage,6.8,90
0,333348,Comedy,17000000,Love the Coopers,5.4,167
1,333348,Family,17000000,Love the Coopers,5.4,167
0,20483,Family,18000000,Catch That Kid,4.9,76
1,20483,Action,18000000,Catch That Kid,4.9,76
2,20483,Adventure,18000000,Catch That Kid,4.9,76
0,11457,Drama,18000000,Life as a House,7.2,120
0,321697,Drama,30000000,Steve Jobs,6.8,1573
1,321697,History,30000000,Steve Jobs,6.8,1573
0,19840,Comedy,18000000,"I Love You, Beth Cooper",5.1,197
1,19840,Romance,18000000,"I Love You, Beth Cooper",5.1,197
0,22327,Drama,18000000,Youth in Revolt,5.9,319
1,22327,Comedy,18000000,Youth in Revolt,5.9,319
2,22327,Romance,18000000,Youth in Revolt,5.9,319
0,38665,Action,18000000,The Legend of the Lone Ranger,3.7,14
1,38665,Adventure,18000000,The Legend of the Lone Ranger,3.7,14
2,38665,Romance,18000000,The Legend of the Lone Ranger,3.7,14
3,38665,Western,18000000,The Legend of the Lone Ranger,3.7,14
0,2575,Drama,21000000,The Tailor of Panama,6.2,92
1,2575,Thriller,21000000,The Tailor of Panama,6.2,92
0,11644,Drama,18000000,Blow Out,7.3,236
1,11644,Mystery,18000000,Blow Out,7.3,236
2,11644,Thriller,18000000,Blow Out,7.3,236
0,68924,Drama,18000000,The Ice Storm,6.9,176
0,253235,Comedy,18000000,And So It Goes,5.7,164
1,253235,Drama,18000000,And So It Goes,5.7,164
2,253235,Romance,18000000,And So It Goes,5.7,164
0,22102,Adventure,0,Troop Beverly Hills,5.6,56
1,22102,Comedy,0,Troop Beverly Hills,5.6,56
2,22102,Family,0,Troop Beverly Hills,5.6,56
0,10068,Drama,17000000,Nine 1/2 Weeks,5.8,177
1,10068,Romance,17000000,Nine 1/2 Weeks,5.8,177
0,848,Fantasy,18000000,Dragonslayer,6.5,67
0,36811,Drama,0,The Last Station,6.7,55
1,36811,Romance,0,The Last Station,6.7,55
0,522,Comedy,18000000,Ed Wood,7.3,630
1,522,Drama,18000000,Ed Wood,7.3,630
2,522,History,18000000,Ed Wood,7.3,630
0,130150,Drama,18000000,Labor Day,6.7,299
0,12246,History,18000000,Монгол,6.5,158
0,13809,Action,18000000,RockNRolla,6.9,836
1,13809,Crime,18000000,RockNRolla,6.9,836
2,13809,Thriller,18000000,RockNRolla,6.9,836
0,27380,Adventure,0,Megaforce,3.5,15
1,27380,Action,0,Megaforce,3.5,15
2,27380,Science Fiction,0,Megaforce,3.5,15
0,10549,Drama,0,Hamlet,7.3,117
0,33870,Drama,25000000,Mao's Last Dancer,6.8,28
1,33870,Romance,25000000,Mao's Last Dancer,6.8,28
0,245703,Adventure,18000000,Midnight Special,6.2,694
1,245703,Drama,18000000,Midnight Special,6.2,694
2,245703,Science Fiction,18000000,Midnight Special,6.2,694
0,10739,Comedy,0,Anything Else,6.2,149
1,10739,Romance,0,Anything Else,6.2,149
0,127560,Drama,18000000,The Railway Man,6.7,273
1,127560,History,18000000,The Railway Man,6.7,273
0,37903,Crime,15238800,Das weisse Band,7.2,255
1,37903,Drama,15238800,Das weisse Band,7.2,255
2,37903,Mystery,15238800,Das weisse Band,7.2,255
0,10017,Romance,2700000,The Wraith,5.9,108
1,10017,Science Fiction,2700000,The Wraith,5.9,108
2,10017,Horror,2700000,The Wraith,5.9,108
3,10017,Action,2700000,The Wraith,5.9,108
4,10017,Crime,2700000,The Wraith,5.9,108
0,11468,Drama,18000000,Salton Sea,7.0,104
1,11468,Mystery,18000000,Salton Sea,7.0,104
2,11468,Thriller,18000000,Salton Sea,7.0,104
0,193613,Music,18000000,Metallica: Through the Never,6.7,83
0,17436,Drama,18000000,The Informers,4.4,60
0,43434,Crime,18000000,Carlos,6.7,50
1,43434,Drama,18000000,Carlos,6.7,50
2,43434,Thriller,18000000,Carlos,6.7,50
3,43434,History,18000000,Carlos,6.7,50
0,69848,Western,0,One Man's Hero,9.3,2
1,69848,Action,0,One Man's Hero,9.3,2
2,69848,Drama,0,One Man's Hero,9.3,2
3,69848,History,0,One Man's Hero,9.3,2
0,8408,Horror,3500000,Day of the Dead,6.9,270
1,8408,Science Fiction,3500000,Day of the Dead,6.9,270
0,332411,Action,18000000,I Am Wrath,4.5,179
1,332411,Crime,18000000,I Am Wrath,4.5,179
2,332411,Drama,18000000,I Am Wrath,4.5,179
3,332411,Thriller,18000000,I Am Wrath,4.5,179
0,9389,Action,18000000,Renaissance,6.7,77
1,9389,Animation,18000000,Renaissance,6.7,77
2,9389,Science Fiction,18000000,Renaissance,6.7,77
0,9626,Adventure,17900000,Red Sonja,5.0,206
1,9626,Fantasy,17900000,Red Sonja,5.0,206
2,9626,Action,17900000,Red Sonja,5.0,206
0,75638,Thriller,14000000,Red Lights,6.0,376
0,8363,Comedy,20000000,Superbad,7.0,2100
0,15670,Comedy,0,Madea Goes to Jail,6.4,52
1,15670,Crime,0,Madea Goes to Jail,6.4,52
2,15670,Drama,0,Madea Goes to Jail,6.4,52
0,290555,Horror,18000000,Wolves,5.7,82
1,290555,Action,18000000,Wolves,5.7,82
0,8328,Music,23000000,Step Up 2: The Streets,6.5,640
1,8328,Drama,23000000,Step Up 2: The Streets,6.5,640
2,8328,Romance,23000000,Step Up 2: The Streets,6.5,640
0,10982,Animation,15000000,Hoodwinked!,5.9,479
1,10982,Comedy,15000000,Hoodwinked!,5.9,479
2,10982,Family,15000000,Hoodwinked!,5.9,479
0,205,Drama,17500000,Hotel Rwanda,7.5,793
1,205,History,17500000,Hotel Rwanda,7.5,793
2,205,War,17500000,Hotel Rwanda,7.5,793
0,1620,Action,24000000,Hitman,5.9,966
1,1620,Crime,24000000,Hitman,5.9,966
2,1620,Drama,24000000,Hitman,5.9,966
3,1620,Thriller,24000000,Hitman,5.9,966
0,175541,Drama,17500000,Black Nativity,5.8,16
1,175541,Music,17500000,Black Nativity,5.8,16
0,241254,Thriller,18000000,The Prince,4.6,218
1,241254,Action,18000000,The Prince,4.6,218
0,1933,Horror,0,The Others,7.4,1660
1,1933,Drama,0,The Others,7.4,1660
2,1933,Mystery,0,The Others,7.4,1660
3,1933,Thriller,0,The Others,7.4,1660
0,679,Horror,18500000,Aliens,7.7,3220
1,679,Action,18500000,Aliens,7.7,3220
2,679,Thriller,18500000,Aliens,7.7,3220
3,679,Science Fiction,18500000,Aliens,7.7,3220
0,11113,Drama,17000000,My Fair Lady,7.4,352
1,11113,Family,17000000,My Fair Lady,7.4,352
2,11113,Music,17000000,My Fair Lady,7.4,352
3,11113,Romance,17000000,My Fair Lady,7.4,352
0,3597,Horror,17000000,I Know What You Did Last Summer,5.6,687
1,3597,Thriller,17000000,I Know What You Did Last Summer,5.6,687
2,3597,Mystery,17000000,I Know What You Did Last Summer,5.6,687
0,193893,Comedy,17000000,Let's Be Cops,6.4,1219
0,9675,Comedy,16000000,Sideways,6.9,478
1,9675,Drama,16000000,Sideways,6.9,478
2,9675,Romance,16000000,Sideways,6.9,478
0,9988,Comedy,17500000,Beerfest,5.8,172
0,948,Horror,300000,Halloween,7.4,1035
1,948,Thriller,300000,Halloween,7.4,1035
0,146304,Comedy,17000000,The Best Man Holiday,6.7,110
0,7516,Action,17000000,Smokin' Aces,6.4,534
1,7516,Comedy,17000000,Smokin' Aces,6.4,534
2,7516,Crime,17000000,Smokin' Aces,6.4,534
3,7516,Thriller,17000000,Smokin' Aces,6.4,534
0,41439,Horror,20000000,Saw 3D,5.8,730
1,41439,Crime,20000000,Saw 3D,5.8,730
0,2752,Comedy,17000000,40 Days and 40 Nights,5.2,297
1,2752,Romance,17000000,40 Days and 40 Nights,5.2,297
0,9429,Comedy,17000000,A Night at the Roxbury,5.9,198
0,38117,Drama,17000000,Beastly,6.0,849
1,38117,Fantasy,17000000,Beastly,6.0,849
2,38117,Romance,17000000,Beastly,6.0,849
0,9792,Horror,15000000,The Hills Have Eyes,6.1,705
1,9792,Thriller,15000000,The Hills Have Eyes,6.1,705
0,13778,Comedy,0,Dickie Roberts: Former Child Star,5.1,64
0,228203,Drama,0,"McFarland, USA",7.4,213
0,114150,Comedy,17000000,Pitch Perfect,7.3,2247
1,114150,Music,17000000,Pitch Perfect,7.3,2247
2,114150,Romance,17000000,Pitch Perfect,7.3,2247
0,26602,Drama,34000000,Summer Catch,4.8,63
1,26602,Comedy,34000000,Summer Catch,4.8,63
2,26602,Romance,34000000,Summer Catch,4.8,63
0,10223,Drama,0,A Simple Plan,6.9,187
1,10223,Crime,0,A Simple Plan,6.9,187
2,10223,Thriller,0,A Simple Plan,6.9,187
0,16028,Horror,17000000,They,4.6,74
1,16028,Thriller,17000000,They,4.6,74
0,15639,Comedy,0,Larry the Cable Guy: Health Inspector,3.3,17
0,26390,Crime,17000000,Brooklyn's Finest,6.2,293
1,26390,Drama,17000000,Brooklyn's Finest,6.2,293
2,26390,Thriller,17000000,Brooklyn's Finest,6.2,293
0,27759,Action,17000000,55 Days at Peking,6.3,36
1,27759,Drama,17000000,55 Days at Peking,6.3,36
2,27759,History,17000000,55 Days at Peking,6.3,36
0,109428,Horror,17000000,Evil Dead,6.4,1723
0,23049,Comedy,17000000,My Life in Ruins,5.6,101
1,23049,Romance,17000000,My Life in Ruins,5.6,101
0,9310,Comedy,17000000,American Dreamz,4.9,95
1,9310,Drama,17000000,American Dreamz,4.9,95
2,9310,Family,17000000,American Dreamz,4.9,95
0,11411,Action,17000000,Superman IV: The Quest for Peace,4.1,318
1,11411,Adventure,17000000,Superman IV: The Quest for Peace,4.1,318
2,11411,Science Fiction,17000000,Superman IV: The Quest for Peace,4.1,318
0,16988,Drama,0,How She Move,3.0,6
0,7304,Action,17000000,Running Scared,7.0,331
1,7304,Crime,17000000,Running Scared,7.0,331
2,7304,Drama,17000000,Running Scared,7.0,331
3,7304,Thriller,17000000,Running Scared,7.0,331
0,24747,Drama,0,Bobby Jones: Stroke of Genius,5.5,19
0,1491,Fantasy,40000000,The Illusionist,7.1,1615
1,1491,Drama,40000000,The Illusionist,7.1,1615
2,1491,Thriller,40000000,The Illusionist,7.1,1615
3,1491,Romance,40000000,The Illusionist,7.1,1615
0,2989,Adventure,17000000,Roar,5.6,19
1,2989,Thriller,17000000,Roar,5.6,19
0,10629,Drama,17000000,Veronica Guerin,6.8,59
1,10629,Crime,17000000,Veronica Guerin,6.8,59
2,10629,Thriller,17000000,Veronica Guerin,6.8,59
0,255343,Thriller,17000000,Escobar: Paradise Lost,6.1,271
1,255343,Romance,17000000,Escobar: Paradise Lost,6.1,271
0,4723,Action,17000000,Southland Tales,5.2,153
1,4723,Adventure,17000000,Southland Tales,5.2,153
2,4723,Comedy,17000000,Southland Tales,5.2,153
3,4723,Drama,17000000,Southland Tales,5.2,153
4,4723,Science Fiction,17000000,Southland Tales,5.2,153
5,4723,Thriller,17000000,Southland Tales,5.2,153
0,10800,Animation,15000000,Chasseurs de dragons,6.5,129
1,10800,Family,15000000,Chasseurs de dragons,6.5,129
0,25763,Action,17000000,Damnation Alley,5.0,27
1,25763,Adventure,17000000,Damnation Alley,5.0,27
2,25763,Science Fiction,17000000,Damnation Alley,5.0,27
0,79694,Horror,17000000,The Apparition,4.5,140
1,79694,Thriller,17000000,The Apparition,4.5,140
0,4032,Comedy,16500000,My Girl,7.0,428
1,4032,Drama,16500000,My Girl,7.0,428
2,4032,Family,16500000,My Girl,7.0,428
0,18615,Drama,16800000,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
1,18615,Mystery,16800000,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
2,18615,Romance,16800000,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
0,10673,Crime,15000000,Wall Street,7.0,546
1,10673,Drama,15000000,Wall Street,7.0,546
0,4584,Drama,16500000,Sense and Sensibility,7.2,352
1,4584,Romance,16500000,Sense and Sensibility,7.2,352
0,2977,Drama,16500000,Becoming Jane,6.9,317
1,2977,Romance,16500000,Becoming Jane,6.9,317
0,10760,Comedy,16500000,Sydney White,6.0,236
0,11093,Drama,16500000,House of Sand and Fog,7.0,199
0,207,Drama,16400000,Dead Poets Society,8.1,2705
0,8467,Comedy,16000000,Dumb and Dumber,6.5,1859
0,639,Comedy,16000000,When Harry Met Sally...,7.3,950
1,639,Romance,16000000,When Harry Met Sally...,7.3,950
2,639,Drama,16000000,When Harry Met Sally...,7.3,950
0,24226,Drama,16000000,The Verdict,7.4,131
0,9285,Comedy,16000000,Road Trip,5.9,542
1,9285,Adventure,16000000,Road Trip,5.9,542
0,14709,Comedy,0,Varsity Blues,6.0,122
1,14709,Drama,0,Varsity Blues,6.0,122
2,14709,Romance,0,Varsity Blues,6.0,122
0,74643,Drama,15000000,The Artist,7.3,1049
1,74643,Comedy,15000000,The Artist,7.3,1049
2,74643,Romance,15000000,The Artist,7.3,1049
0,83666,Comedy,16000000,Moonrise Kingdom,7.6,1662
1,83666,Drama,16000000,Moonrise Kingdom,7.6,1662
2,83666,Romance,16000000,Moonrise Kingdom,7.6,1662
0,10781,Horror,16000000,The Texas Chainsaw Massacre: The Beginning,5.9,402
0,318850,Drama,18500000,The Young Messiah,6.4,30
0,13908,Comedy,0,The Master of Disguise,3.7,78
1,13908,Family,0,The Master of Disguise,3.7,78
0,1417,Fantasy,19000000,El laberinto del fauno,7.6,3041
1,1417,Drama,19000000,El laberinto del fauno,7.6,3041
2,1417,War,19000000,El laberinto del fauno,7.6,3041
0,39180,Action,0,See Spot Run,4.8,44
1,39180,Comedy,0,See Spot Run,4.8,44
2,39180,Family,0,See Spot Run,4.8,44
0,16161,Crime,16000000,Baby Boy,7.4,55
1,16161,Drama,16000000,Baby Boy,7.4,55
2,16161,Romance,16000000,Baby Boy,7.4,55
0,49950,Thriller,16000000,The Roommate,5.3,224
1,49950,Drama,16000000,The Roommate,5.3,224
2,49950,Horror,16000000,The Roommate,5.3,224
0,10956,Mystery,17700000,Joe Dirt,5.5,242
1,10956,Adventure,17700000,Joe Dirt,5.5,242
2,10956,Comedy,17700000,Joe Dirt,5.5,242
3,10956,Romance,17700000,Joe Dirt,5.5,242
4,10956,Drama,17700000,Joe Dirt,5.5,242
0,9594,Thriller,15000000,Double Impact,5.3,215
1,9594,Action,15000000,Double Impact,5.3,215
2,9594,Crime,15000000,Double Impact,5.3,215
3,9594,Drama,15000000,Double Impact,5.3,215
0,4638,Crime,12000000,Hot Fuzz,7.4,2199
1,4638,Action,12000000,Hot Fuzz,7.4,2199
2,4638,Comedy,12000000,Hot Fuzz,7.4,2199
0,13972,Comedy,16000000,The Women,4.6,96
1,13972,Drama,16000000,The Women,4.6,96
2,13972,Romance,16000000,The Women,4.6,96
0,5038,Drama,15000000,Vicky Cristina Barcelona,6.7,1020
1,5038,Romance,15000000,Vicky Cristina Barcelona,6.7,1020
0,13491,Action,25000000,Arn: Tempelriddaren,6.4,76
1,13491,Adventure,25000000,Arn: Tempelriddaren,6.4,76
2,13491,Drama,25000000,Arn: Tempelriddaren,6.4,76
3,13491,Romance,25000000,Arn: Tempelriddaren,6.4,76
0,10571,Comedy,16000000,Boys and Girls,5.4,103
1,10571,Drama,16000000,Boys and Girls,5.4,103
2,10571,Romance,16000000,Boys and Girls,5.4,103
0,10994,Drama,0,White Oleander,7.2,108
0,19994,Comedy,16000000,Jennifer's Body,5.3,837
1,19994,Horror,16000000,Jennifer's Body,5.3,837
0,25166,Comedy,16000000,Drowning Mona,5.4,43
1,25166,Crime,16000000,Drowning Mona,5.4,43
2,25166,Mystery,16000000,Drowning Mona,5.4,43
0,30890,Comedy,16000000,Radio Days,7.0,127
1,30890,Drama,16000000,Radio Days,7.0,127
0,23169,Drama,20000000,Remember Me,6.9,948
1,23169,Romance,20000000,Remember Me,6.9,948
0,17403,Drama,0,How to Deal,5.7,42
1,17403,Comedy,0,How to Deal,5.7,42
2,17403,Romance,0,How to Deal,5.7,42
0,12120,Comedy,20000000,My Stepmother is an Alien,5.3,131
1,12120,Science Fiction,20000000,My Stepmother is an Alien,5.3,131
0,9800,Drama,26000000,Philadelphia,7.6,988
0,1090,Thriller,16000000,The Thirteenth Floor,6.8,378
1,1090,Science Fiction,16000000,The Thirteenth Floor,6.8,378
2,1090,Mystery,16000000,The Thirteenth Floor,6.8,378
0,18475,Comedy,16000000,The Cookout,4.6,10
1,18475,Drama,16000000,The Cookout,4.6,10
0,40160,Action,0,Meteor,5.1,36
1,40160,Science Fiction,0,Meteor,5.1,36
2,40160,Thriller,0,Meteor,5.1,36
0,18074,Comedy,0,Duets,5.5,34
1,18074,Drama,0,Duets,5.5,34
2,18074,Music,0,Duets,5.5,34
0,9689,Comedy,16000000,Hollywood Ending,6.4,113
1,9689,Drama,16000000,Hollywood Ending,6.4,113
0,9781,Comedy,6500000,Detroit Rock City,6.7,100
1,9781,Music,6500000,Detroit Rock City,6.7,100
0,8009,Adventure,16000000,Highlander,6.8,624
1,8009,Action,16000000,Highlander,6.8,624
2,8009,Fantasy,16000000,Highlander,6.8,624
0,3877,Drama,16000000,Things We Lost in the Fire,6.7,90
0,8854,Science Fiction,16000000,Steel,4.3,48
1,8854,Action,16000000,Steel,4.3,48
2,8854,Adventure,16000000,Steel,4.3,48
0,152599,Drama,16000000,The Immigrant,6.2,250
1,152599,Romance,16000000,The Immigrant,6.2,250
0,68727,Thriller,20000000,Trance,6.5,956
1,68727,Crime,20000000,Trance,6.5,956
2,68727,Drama,20000000,Trance,6.5,956
3,68727,Mystery,20000000,Trance,6.5,956
0,12657,Romance,16000000,Soul Plane,4.7,108
1,12657,Comedy,16000000,Soul Plane,4.7,108
0,8265,Comedy,11000000,Bienvenue chez les ch'tis,6.8,615
0,34647,Fantasy,13000000,Enter the Void,7.2,387
1,34647,Drama,13000000,Enter the Void,7.2,387
0,73935,Comedy,16000000,Vamps,4.8,91
1,73935,Romance,16000000,Vamps,4.8,91
